gene1	gene2	pvalue	qvalue
CTNNB1	AXIN1	0.0004959695319266155	0.007751016110300597
CTNNB1	PGR	1.7670605824920448e-05	0.00045420357311206456
CTNNB1	PIK3R2	2.3847659548889635e-05	0.0005804801773649416
SETD2	PIK3R1	0.0008718541761747008	0.012374090568702313
SETD2	PPP2R1A	0.0007386300783235502	0.010809008558745545
SETD2	KRAS	8.271230731293149e-07	3.080516953477794e-05
PIK3R1	BCOR	0.0006871682038452861	0.010104016292726468
PIK3R1	TAF1	2.903867287805009e-06	9.491099686820316e-05
PIK3R1	KIF1A	0.0008006333957536431	0.011365552341921827
PIK3R1	RPL22	2.1906450913247206e-08	1.0347451808750907e-06
PIK3R1	MACF1	4.481748256433886e-05	0.0010034637070444267
PIK3R1	APOB	1.3286468031438612e-05	0.0003485335924992821
PIK3R1	ACVR2A	1.879702742324544e-06	6.481787332532453e-05
PIK3R1	ZBTB20	0.00020332858722466434	0.0036902805468210327
PIK3R1	NIPBL	1.9313454454124038e-05	0.0004911679724753249
PIK3R1	MAP3K1	0.00010101507706715133	0.002019905027811867
PIK3R1	PTPRD	1.8096758193883172e-06	6.290443279701203e-05
PIK3R1	SPTAN1	4.997689538206714e-05	0.0010879398824639142
PIK3R1	COL5A1	3.259655828079157e-05	0.0007555680774683677
PIK3R1	MUC6	0.00024254890311797218	0.0042591409837475945
PIK3R1	CCND1	0.0002885005990213385	0.004961755921016581
PIK3R1	KMT2D	1.1286231175011319e-05	0.0003050546845227529
PIK3R1	ZMYM2	2.977306672690357e-05	0.0006983509028920256
PIK3R1	CHD3	0.0003695660410415614	0.005946213662088492
PIK3R1	KANSL1	0.00041477321517409193	0.006555617602403749
PIK3R1	HUWE1	0.00016325424008875112	0.0030832989446591477
PIK3R1	MED12	0.00012064340274811321	0.002366199651453258
PIK3R1	FLNA	0.00023320024662996553	0.004150792802897883
PIK3R1	CHD4	2.8974981582031394e-10	1.846131175883566e-08
PIK3R1	SPOP	4.5533888582902544e-08	2.0543942511408406e-06
PIK3R1	PPP2R1A	6.464366969052721e-14	4.116408593917089e-12
PIK3R1	ZMYM3	9.544658401031712e-06	0.00026867290403903007
PIK3R1	AKT1	0.0005944200634788097	0.00902094091844855
PIK3R1	EP300	0.0006683580659179424	0.009849755506830454
PIK3R1	MTOR	0.00028465668591824917	0.004909255141186673
PIK3R1	SPTA1	4.748777784557145e-06	0.000145244279875247
PIK3R1	MSH2	0.00011710783475709772	0.0023237179013012987
PIK3R1	EPHA3	0.0008006333957536431	0.011365552341921827
PIK3R1	POLQ	0.0007902450800733844	0.011287449992184806
PIK3R1	PIK3CB	7.084432207371161e-05	0.0014759075393154062
PIK3R1	FBXW7	2.2199544425734838e-14	1.5035142040264332e-12
PIK3R1	FAT1	6.287127500584328e-05	0.0013304897385277713
PIK3R1	APC	5.468126090593653e-05	0.0011860738649712794
PIK3R1	KMT2C	3.7623222297613506e-05	0.0008634415617312059
PIK3R1	SOX17	2.7633983680838402e-05	0.0006518513035154164
PIK3R1	PTCH1	0.0005073327538869215	0.007881921099292869
PIK3R1	TSC1	0.00026797207587214646	0.004660021080240754
PIK3R1	NOTCH1	4.022788416302457e-06	0.0001269976551766866
PIK3R1	ARID5B	3.0268150693522336e-05	0.0007019306534243487
PIK3R1	FGFR2	7.528635410751945e-05	0.0015595564904402302
PIK3R1	INPPL1	4.786227419558664e-06	0.00014569307304985204
PIK3R1	ATM	9.321872926225153e-07	3.4268015786915847e-05
PIK3R1	ERBB3	5.581401954600957e-06	0.00016594519003000895
PIK3R1	POLE	3.007165625281411e-05	0.0007004179657136407
PIK3R1	FLT3	0.0005845215966182462	0.008882203559511238
PIK3R1	BRCA2	0.0005866246351180522	0.00890250884032023
PIK3R1	PDS5B	0.0005678337026655149	0.008708220424995012
PIK3R1	RB1	4.029826035969944e-06	0.0001272072115725836
PIK3R1	DICER1	0.00021587637907659769	0.0038837515524822205
PIK3R1	MGA	0.0007506103679407688	0.010891189835685681
PIK3R1	CREBBP	8.21626158826849e-05	0.0016682871916317847
PIK3R1	CTCF	3.0786289741246196e-06	9.951446375557258e-05
PIK3R1	ZFHX3	6.278887217181143e-06	0.00018740416000296981
PIK3R1	NF1	0.0008212528025443798	0.01169850683746572
PIK3R1	ERBB2	4.098759341286254e-05	0.0009279032266550951
PIK3R1	RNF43	8.599292483592759e-07	3.188674194190391e-05
PIK3R1	DAZAP1	0.0003420639587265677	0.005621693186048419
PIK3R1	EEF2	4.499292812261627e-05	0.001004439435596776
PIK3R1	SMARCA4	2.977306672690357e-05	0.0006983509028920256
PIK3R1	CACNA1A	0.0005678337026655149	0.008708220424995012
PIK3R1	KMT2B	9.155691677813728e-08	4.0527351754216974e-06
PIK3R1	CIC	1.5836146367420902e-05	0.0004098526534049865
PIK3R1	ARHGAP35	1.6451154844855414e-07	6.833213820557116e-06
PIK3R1	PLXNB2	3.067806627650493e-06	9.939444642683416e-05
PIK3R1	DMD	0.00012064340274811321	0.002366199651453258
PIK3R1	USP9X	7.07012991064943e-05	0.0014734521748320842
PIK3R1	SMC1A	0.00029389619628652754	0.005041810324059239
PIK3R1	ATRX	0.0007261651023043753	0.01061607395660266
PIK3R1	ERBB4	5.581401954600957e-06	0.00016594519003000895
PIK3R1	MSH6	5.289932081659777e-06	0.00015968266415361456
PIK3R1	RFC1	0.0004718895875073097	0.007387972571146359
PIK3R1	MSH3	9.88312154909896e-05	0.001975621406759388
PIK3R1	CARD11	0.00029389619628652754	0.005041810324059239
PIK3R1	KRAS	3.601117150128251e-12	2.3244024637884565e-10
PIK3R1	AXIN2	0.0005622873748298206	0.008635135173747172
PIK3R1	AR	6.67709415754432e-05	0.0014081167225068565
PIK3R1	AXIN1	0.0003622825689587008	0.005869999225337314
PIK3R1	PGR	5.449457031663665e-05	0.0011860738649712794
PIK3R1	ZFP36L2	0.0002520962917485995	0.004409490031448756
PTEN	SPOP	7.712448570840717e-05	0.0015955655526790353
PTEN	PPP2R1A	2.6043913483383326e-12	1.6922531371593161e-10
PTEN	FBXW7	1.2799869008315224e-05	0.0003400756299518477
BCOR	SPOP	2.121804595776173e-06	7.241384325978826e-05
BCOR	PPP2R1A	2.779580413938373e-07	1.133801358048812e-05
BCOR	FBXW7	0.00014791254843165923	0.0028578872434202787
BCOR	FGFR2	4.070082617401521e-05	0.0009229736455642224
BCOR	CTCF	1.2180478475234902e-05	0.00032917671186099537
BCOR	KRAS	4.6968714482937506e-08	2.1238163351220354e-06
TAF1	RPL22	0.0003256407364924929	0.005414087696209522
TAF1	SPOP	0.0006957978972352007	0.010250827695131672
TAF1	PPP2R1A	9.92583742491916e-07	3.615953905522377e-05
TAF1	KRAS	7.29873495167825e-08	3.195850826332532e-06
NFE2L2	RPL22	7.332568358285724e-06	0.0002141587319419744
NFE2L2	PTPRD	0.00013912591427277447	0.002701457627952712
NFE2L2	CCND1	3.339400050096018e-05	0.0007752164209412053
NFE2L2	CHD4	4.8475702409106396e-05	0.0010688150780946326
NFE2L2	SPOP	2.525739807982201e-06	8.556603218107406e-05
NFE2L2	PPP2R1A	1.8922948820622493e-05	0.00048271332323227315
NFE2L2	ZMYM3	8.524420939231594e-05	0.0017194128575637856
NFE2L2	MTOR	0.0006204698389759912	0.009310516168758163
NFE2L2	CASP8	0.00024546653983893485	0.004305481869452682
NFE2L2	FBXW7	2.4664930229831017e-05	0.0005960299252836561
NFE2L2	PMS2	8.92446026580941e-05	0.0017898862700810154
NFE2L2	NOTCH1	0.0007981833251080874	0.01134689180456125
NFE2L2	FGFR2	0.0007758511954229115	0.01111373902245863
NFE2L2	ERBB3	3.917753279456301e-05	0.0008931942424885771
NFE2L2	RB1	0.00016404536580765888	0.0030892373902240955
NFE2L2	MGA	0.0006141142516161103	0.009240219353156949
NFE2L2	CREBBP	0.00044069110504769786	0.006924175991679425
NFE2L2	CDH1	0.0005121041251113731	0.00795228968526707
NFE2L2	NCOR1	0.00021414090293578173	0.0038720903610942148
NFE2L2	ERBB2	0.00028683532536432233	0.00495191639230666
NFE2L2	RNF43	9.0011533913846e-06	0.00025394609487717205
NFE2L2	DAZAP1	0.000558442981649045	0.00858464993733572
NFE2L2	SMARCA4	4.494859218645487e-05	0.001004439435596776
NFE2L2	KMT2B	0.0005118184854886286	0.007939300056905171
NFE2L2	ARHGAP35	1.5173878734569058e-05	0.00039242647241816223
NFE2L2	RPS6KA3	0.0008081108748788264	0.011490609912527153
NFE2L2	SMARCA1	0.00038799088199765514	0.006228044800417667
NFE2L2	DHX9	0.00015788314766565858	0.0030000808700572784
NFE2L2	MYCN	0.00016500530001326374	0.003094956431664802
NFE2L2	MSH3	2.4469114597133323e-05	0.0005937332822088524
NFE2L2	KRAS	2.1655421460858884e-06	7.386740836240788e-05
NFE2L2	PPM1D	0.0008393275053201176	0.011964280955424924
NFE2L2	FUBP1	5.032055494930739e-05	0.001097255744172378
NFE2L2	PGR	1.0272700025593774e-05	0.0002815311865568583
NFE2L2	EIF1AX	0.0007017833310922643	0.010327559314776455
ATF7IP	CCND1	6.340204958934142e-05	0.0013388014219342336
KIF1A	RPL22	0.00031333665361141905	0.0052829065365609254
KIF1A	PPP2R1A	0.0003417168953626878	0.0056192214586213846
KIF1A	FBXW7	0.00038983357666282607	0.006233878888522831
KIF1A	KRAS	1.2379260265778118e-07	5.320655253547384e-06
ABL1	PPP2R1A	8.616696652167388e-05	0.0017347288282317877
ABL1	KRAS	1.011479952462638e-05	0.0002789660392060966
ABL1	FUBP1	0.0007055422669243687	0.010401009230756472
RPL22	APOB	0.00020246037997046282	0.003678791447835588
RPL22	MAP3K1	7.011355368491957e-05	0.0014694081012727287
RPL22	RASA1	7.429444305770885e-05	0.0015425838207706235
RPL22	BRAF	0.00024192766221874668	0.00425167630219034
RPL22	PTPRD	7.939484997343683e-05	0.0016359438912804953
RPL22	SPTAN1	0.0006548251933128105	0.009721464324598413
RPL22	COL5A1	0.0007206979866457468	0.010546965294943821
RPL22	SMC3	8.612398571489199e-07	3.188674194190391e-05
RPL22	CTNND1	9.335168880143368e-05	0.0018761951453037048
RPL22	SF1	0.0003323503791516428	0.00549655490703923
RPL22	ARID2	2.7063563925488112e-05	0.0006381879303770787
RPL22	ZMYM2	2.3564560945360566e-05	0.000574600864687815
RPL22	SMAD2	6.114142445280216e-05	0.001291278142317358
RPL22	LZTR1	0.00028315861636146007	0.004886669602125042
RPL22	MED12	5.150744998793432e-06	0.00015619925050534483
RPL22	SOS1	1.6127589400530524e-06	5.621236489914208e-05
RPL22	CHD4	1.6607758337644288e-09	9.048589899601619e-08
RPL22	SPOP	1.1407217542572148e-09	6.306224095048506e-08
RPL22	PPP2R1A	2.2614216738530193e-13	1.4006148132876823e-11
RPL22	ZMYM3	0.00013839026619926007	0.002701457627952712
RPL22	ESR1	0.00010202356437495829	0.0020367917813946083
RPL22	AKT1	7.844715198729579e-05	0.001621305371093071
RPL22	EP300	8.448525668132391e-06	0.00024310749811678193
RPL22	MTOR	1.101381672457426e-05	0.0003000164377313554
RPL22	RPL5	7.133575536612947e-06	0.0002092798826804264
RPL22	NRAS	0.00030417497837733075	0.005161715715213891
RPL22	NOTCH2	0.0005933230611750377	0.008977890573106096
RPL22	SPTA1	3.741327254096798e-06	0.00011744910949329794
RPL22	PTPRC	1.0537648350080637e-05	0.0002863515257161869
RPL22	ALK	9.335168880143368e-05	0.0018761951453037048
RPL22	EPAS1	0.0005589132206216493	0.00858464993733572
RPL22	MSH2	6.817083785019026e-05	0.001431934610531808
RPL22	SF3B1	8.291068824796508e-06	0.00023905736390917592
RPL22	CASP8	2.7063563925488112e-05	0.0006381879303770787
RPL22	TGFBR2	0.000698355965148628	0.010271151003717801
RPL22	BAP1	0.0007883400036481096	0.011265160395188484
RPL22	PBRM1	4.785787869412256e-06	0.00014569307304985204
RPL22	EPHA3	3.049576071321399e-06	9.865463095871389e-05
RPL22	POLQ	3.4585243039777888e-06	0.00010923343598231193
RPL22	PIK3CB	0.0007713853813308743	0.011066076126612716
RPL22	PDGFRA	0.00021466774594418385	0.003872792660332153
RPL22	KIT	4.538501543877641e-05	0.0010148768716150929
RPL22	ALB	1.616306930852925e-05	0.0004175618183202932
RPL22	FBXW7	1.0242793846776858e-08	5.22004475198985e-07
RPL22	APC	0.0001074656179134797	0.002142377992199894
RPL22	GABRA6	0.0007521000844141702	0.010891189835685681
RPL22	LATS1	0.00028315861636146007	0.004886669602125042
RPL22	PMS2	3.3928455711484456e-05	0.0007804920137608148
RPL22	HGF	4.748104807582031e-06	0.000145244279875247
RPL22	PIK3CG	2.3736283466659685e-05	0.0005796546265400205
RPL22	MET	0.00012075692632456284	0.002367269776087013
RPL22	KEL	5.838419439683533e-05	0.0012557079551000186
RPL22	EZH2	3.6334331460460825e-05	0.0008336509305307815
RPL22	KMT2C	8.408467659542262e-05	0.0017037826981844226
RPL22	SOX17	7.169726099721181e-07	2.673921658063064e-05
RPL22	CNBD1	0.0002242724148109713	0.004008825279800786
RPL22	JAK2	0.0003476311800754542	0.005661963088038103
RPL22	TLR4	0.0001316533086511282	0.0025625514631388
RPL22	GATA3	1.446035516359365e-05	0.0003776481408022498
RPL22	ARID5B	4.515926457824393e-08	2.0543942511408406e-06
RPL22	FGFR2	2.4514304304578984e-06	8.32301657493913e-05
RPL22	ERBB3	1.1121618279257069e-06	4.042599456683399e-05
RPL22	PTPN11	0.0007521000844141702	0.010891189835685681
RPL22	POLE	0.00022712605377721014	0.004059691470223293
RPL22	FLT3	0.00016986391093864404	0.0031929432756296074
RPL22	BRCA2	2.0527089428685013e-05	0.00051348701845293
RPL22	PDS5B	4.8755820762608604e-05	0.001078423288150684
RPL22	RB1	2.3564560945360566e-05	0.000574600864687815
RPL22	DICER1	1.201309475385693e-05	0.00032451399686306845
RPL22	MGA	1.2734107287624259e-05	0.00033913465849854453
RPL22	CREBBP	7.939484997343683e-05	0.0016359438912804953
RPL22	BRD7	0.0006524443316262588	0.009720295238640668
RPL22	CTCF	6.380272310644076e-05	0.0013564958747437506
RPL22	MAP2K4	0.000446028660828122	0.007004379765043168
RPL22	NF1	4.806059244487916e-06	0.00014569307304985204
RPL22	CDK12	2.399139472981714e-07	9.899205019355276e-06
RPL22	ERBB2	1.9599845114567936e-05	0.0004933250677895359
RPL22	BRCA1	0.00011444008832864978	0.0022712649415470455
RPL22	SETBP1	2.7063563925488112e-05	0.0006381879303770787
RPL22	CACNA1A	3.9611496806818e-07	1.5717637964194292e-05
RPL22	ARHGAP35	3.616963669306929e-08	1.6704729548205988e-06
RPL22	GRIN2D	0.0001250554320940552	0.0024507520056671014
RPL22	PLCB4	0.00011413238282564477	0.0022666123572111377
RPL22	SCAF4	1.707207591089373e-05	0.000438826195295491
RPL22	RUNX1	0.0004204242982196622	0.006604407286619921
RPL22	NF2	0.0003323503791516428	0.00549655490703923
RPL22	MYH9	0.0007713853813308743	0.011066076126612716
RPL22	PLXNB2	1.9000377916968837e-08	9.263112853644407e-07
RPL22	RPS6KA3	0.0003896844827696792	0.006233878888522831
RPL22	DMD	5.150744998793432e-06	0.00015619925050534483
RPL22	KDM6A	0.00021466774594418385	0.003872792660332153
RPL22	RBM10	0.000390217536912861	0.006233878888522831
RPL22	ARAF	0.00011413238282564477	0.0022666123572111377
RPL22	SMC1A	5.345488199524808e-06	0.00016014136816749374
RPL22	AMER1	0.00026211262809852165	0.004565049158809891
RPL22	ATRX	5.750085146315954e-05	0.0012359285709453236
RPL22	DIAPH2	0.0006885598660504301	0.010117382265363234
RPL22	SMARCA1	0.000382331697640926	0.006157720488693393
RPL22	ERBB4	0.00014025970831819154	0.0027248618163423443
RPL22	SMAD4	0.00015546151897414208	0.0029730670559009824
RPL22	MSH6	0.0008845460444861445	0.012519026506675053
RPL22	CUL3	0.00015335188908188052	0.002933808204358968
RPL22	TBL1XR1	0.0007521000844141702	0.010891189835685681
RPL22	RFC1	0.0007713853813308743	0.011066076126612716
RPL22	KRAS	3.7054178555136537e-06	0.00011680073026492074
RPL22	DACH1	0.00017457652857424125	0.003283757454486194
RPL22	AR	8.925979894021274e-05	0.0017898862700810154
RPL22	STAG2	9.352430675776915e-06	0.00026315778766203507
RPL22	PSIP1	0.0002242724148109713	0.004008825279800786
RPL22	ZCCHC12	1.446035516359365e-05	0.0003776481408022498
RPL22	ATXN3	0.0007712170227199452	0.011066076126612716
RPL22	PHF6	0.000624335933199044	0.009328892109916689
RPL22	BCL2L11	3.604712557976757e-06	0.0001127970157112396
MACF1	SPOP	0.00017480203858739	0.003283757454486194
MACF1	PPP2R1A	1.7309640399317584e-07	7.2936217476527635e-06
MACF1	SOX17	0.00020820238636009748	0.0037623249549383207
MACF1	KRAS	2.2932883347989557e-07	9.56532464785927e-06
JAK1	CHD4	2.903938224885899e-06	9.491099686820316e-05
JAK1	SPOP	8.820933635756094e-07	3.2576238222340164e-05
JAK1	PPP2R1A	3.637119434838671e-09	1.9414828922467164e-07
JAK1	AKT1	0.000211056693341102	0.00383447366590428
JAK1	FBXW7	1.6111752208329674e-06	5.621236489914208e-05
JAK1	SOX17	0.0002238550190433523	0.004008825279800786
JAK1	FGFR2	3.51319579241499e-05	0.0008087840626890463
JAK1	ERBB2	0.0007928401663994432	0.011296474841382846
JAK1	ARHGAP35	2.8859159367728642e-05	0.0006845195014508903
JAK1	KRAS	0.0001911715007577556	0.003491670687790575
JAK1	PGR	0.0007237939130939391	0.010590894439002246
APOB	PPP2R1A	3.206189937213541e-07	1.2939717483621929e-05
APOB	SOX17	0.000796699011783756	0.011325710815285507
APOB	FGFR2	0.0002943041494139698	0.00504508071117581
APOB	KRAS	5.201404574217813e-07	1.977703966273191e-05
ACVR2A	SPOP	1.3623029603957352e-05	0.0003550395694515989
ACVR2A	PPP2R1A	9.979150927795228e-07	3.61686034105112e-05
ACVR2A	MTOR	0.0006785041226133268	0.010009538914054487
ACVR2A	FBXW7	1.5853161218121256e-08	7.948800345138385e-07
ACVR2A	SOX17	0.00037403307442298146	0.006026801786893649
ACVR2A	MYC	0.0004532583317743961	0.007105778099911707
ACVR2A	ARID5B	1.6314857120792205e-05	0.0004215736838325256
ACVR2A	FGFR2	0.0003327458251269781	0.00549655490703923
ACVR2A	INPPL1	0.0003327458251269781	0.00549655490703923
ACVR2A	RB1	6.91266506634697e-05	0.0014499580265658805
ACVR2A	CTCF	6.500476960155265e-06	0.00019208142344396376
ACVR2A	ERBB2	4.3784735640038e-05	0.0009827936669653558
ACVR2A	PLXNB2	1.1505477370298672e-05	0.0003096702631151194
ACVR2A	KRAS	4.9009479701329235e-05	0.0010809338859168642
ACVR2A	PHF6	0.0004532583317743961	0.007105778099911707
ZBTB20	SPOP	6.743076258859847e-05	0.0014253634902465437
ZBTB20	PPP2R1A	8.007494172302045e-05	0.001642662399434677
ZBTB20	FBXW7	0.0002548504699033127	0.004452173219866127
ZBTB20	FGFR2	0.0007405390135502432	0.010809008558745545
ZBTB20	KRAS	0.00013829088107086208	0.002699042185398041
ATR	SPOP	7.075914001439677e-05	0.0014734521748320842
ATR	PPP2R1A	2.1897537536023292e-05	0.0005444648187839913
ATR	KRAS	5.2411647903787196e-12	3.3905501453922864e-10
NIPBL	PPP2R1A	7.474883524247552e-06	0.0002165155379380719
NIPBL	FBXW7	0.00013920500592332373	0.002701457627952712
NIPBL	SOX17	2.580339546363679e-05	0.0006160926888207715
NIPBL	FGFR2	0.0005335075359175345	0.008235350306221178
NIPBL	KRAS	3.800000006798314e-08	1.730248826693144e-06
MAP3K1	PPP2R1A	1.3611633092283805e-05	0.0003550395694515989
MAP3K1	SOX17	0.000570931047340098	0.00872215751642455
MAP3K1	RNF43	8.657406758585654e-06	0.00024745413343322495
MAP3K1	ACVR1	0.0008468889761589761	0.012068564760624949
MAP3K1	KRAS	1.2446861365472285e-08	6.33273802624433e-07
RASA1	PPP2R1A	0.0002798987011264861	0.004848693102550039
RASA1	SOX17	0.00046486298107129345	0.007267313254349812
RASA1	CTCF	0.0006757050454176628	0.009973341637840371
RASA1	ACVR1	0.0008677049486027481	0.01231632050167895
RASA1	KRAS	3.703928189479604e-05	0.0008486944509354293
NSD1	SPOP	0.00041300930692371294	0.006543777332274767
NSD1	PPP2R1A	1.1489060788402253e-07	4.996121741808782e-06
NSD1	FBXW7	0.00016027828301392702	0.003043384473907541
NSD1	SOX17	6.810952196889529e-05	0.001431934610531808
NSD1	KRAS	8.739235568157955e-10	5.0382645902477485e-08
TNFAIP3	KRAS	8.856707203243232e-06	0.00025198250703604915
BRAF	PPP2R1A	3.774256459041437e-05	0.0008665817292615881
BRAF	FGFR2	0.00016037331366610796	0.003043384473907541
BRAF	RNF43	0.0003299363982897681	0.00547512135806619
BRAF	KRAS	0.00010030115820024787	0.0019995366702583806
PTPRD	PPP2R1A	5.587820023810376e-05	0.0012054112061471811
PTPRD	SOX17	0.0003055308037023166	0.005171344465948033
PTPRD	ACVR1	0.00012088816119986338	0.0023679895574366034
PTPRD	KRAS	1.3827633297473159e-08	7.131217053971446e-07
SPTAN1	PPP2R1A	0.00014959967729439775	0.0028670353998829466
SPTAN1	KRAS	2.0995828026884716e-08	9.93754280942104e-07
COL5A1	PPP2R1A	2.437222008985149e-07	9.953238369040275e-06
COL5A1	FBXW7	0.00013293749033956926	0.0025892943933814726
COL5A1	SOX17	0.00025104551682067136	0.004408560208848172
COL5A1	RNF43	0.0005663779179488003	0.008701309648677965
COL5A1	KRAS	1.2259210870840912e-06	4.415369300747156e-05
COL5A1	PGR	0.00034210963879148455	0.005621693186048419
SMC3	PPP2R1A	0.00013251022007911047	0.0025788969557607217
SMC3	KRAS	6.350070317069822e-09	3.3354560378450604e-07
MUC6	PPP2R1A	7.387995528966847e-05	0.0015366048942014343
MUC6	KRAS	1.1251099968777e-08	5.695073864679295e-07
CTNND1	KRAS	4.0156342286005756e-09	2.1284892923521606e-07
SF1	KRAS	0.0001761008349387604	0.003293707384785123
CCND1	CHD4	4.8475702409106396e-05	0.0010688150780946326
CCND1	PPP2R1A	2.6790265877997086e-08	1.2706384096822203e-06
CCND1	ZMYM3	0.0008684295005011201	0.01231632050167895
CCND1	AKT1	0.00032050139801167586	0.005379404971198803
CCND1	SPTA1	0.00039034443632617814	0.006233878888522831
CCND1	CASP8	0.00024546653983893485	0.004305481869452682
CCND1	KIT	0.00013303283047701045	0.002591558938595272
CCND1	FBXW7	8.393704500499472e-05	0.0016989843234080787
CCND1	KEL	0.00012231715393126464	0.0024070284603656647
CCND1	SOX17	5.664274811758047e-05	0.001219445915602804
CCND1	PTPDC1	7.418117015885219e-05	0.0015425838207706235
CCND1	ARID5B	0.00016019087943139494	0.003043384473907541
CCND1	FGFR2	2.1816829010960986e-05	0.0005438701564852489
CCND1	INPPL1	2.1816829010960986e-05	0.0005438701564852489
CCND1	ATM	0.0007907887051294424	0.011292385687984914
CCND1	POLE	0.00039034443632617814	0.006233878888522831
CCND1	RB1	2.2455526227031047e-06	7.51022737241881e-05
CCND1	DICER1	0.00024806224779001774	0.004365004351102201
CCND1	SIN3A	0.00024546653983893485	0.004305481869452682
CCND1	ERBB2	1.7290774335769822e-06	6.0774854110403366e-05
CCND1	BRCA1	0.0007848530250942422	0.011214025528897198
CCND1	CACNA1A	0.0004541107460345275	0.007113955408069305
CCND1	ARHGAP35	1.5173878734569058e-05	0.00039242647241816223
CCND1	ASXL1	0.0003663079396970002	0.005908879389778254
CCND1	DDX3X	0.00036887459542793194	0.005940815257043737
CCND1	KDM6A	0.00017112180845591638	0.003224268513971747
CCND1	SMC1A	1.233102491961273e-05	0.0003323108334929212
CCND1	SMARCA1	0.00038799088199765514	0.006228044800417667
CCND1	ERBB4	0.0005508693929265445	0.008457666307487233
CCND1	DHX9	0.00015788314766565858	0.0030000808700572784
CCND1	ACVR1	0.00039089428251960203	0.006234357097909797
CCND1	KRAS	3.345094829730596e-05	0.0007752164209412053
CCND1	STAG2	0.00044878943395348193	0.007065217207494303
CCND1	MLH1	0.00016799010759463876	0.0031621396585060075
CCND1	ZBTB7B	6.747122060571583e-06	0.00020056147961510282
CCND1	PGR	0.00039089428251960203	0.006234357097909797
CCND1	PIK3R2	0.0003553635658823219	0.005746450501069876
ARID2	PPP2R1A	0.0007480856280479244	0.010891189835685681
ARID2	RNF43	0.000840686943903335	0.01199506588762575
ARID2	KRAS	1.6895615439439804e-08	8.302605584647201e-07
KMT2D	SPOP	8.11751638546258e-06	0.00023242038462929017
KMT2D	PPP2R1A	4.298292017203703e-11	2.690594994460491e-09
KMT2D	SOX17	0.0005336586805827326	0.008235350306221178
KMT2D	CTCF	0.0008852170507629622	0.012519026506675053
KMT2D	KRAS	2.381895477750227e-06	8.043761282634947e-05
ACVR1B	SPOP	0.0007225179309556048	0.010590894439002246
ACVR1B	PPP2R1A	0.00021782399831346192	0.00389637867212492
ACVR1B	KRAS	0.00018262740003869264	0.0033680850886011865
ACVR1B	PGR	2.24218212807502e-05	0.0005558134993409055
ZMYM2	SPOP	0.00020543205565740172	0.003710084786052323
ZMYM2	PPP2R1A	1.2038250350088371e-05	0.0003253199213484518
ZMYM2	FBXW7	0.0007805480003480722	0.011151876015703015
ZMYM2	CTCF	0.0007625175414222014	0.010997607469015354
ZMYM2	KRAS	0.000522926658188765	0.00809718722541553
AJUBA	KRAS	0.00038346038342287436	0.006190001005299676
CHD3	SPOP	4.403286533933985e-05	0.0009873666564842085
CHD3	PPP2R1A	1.3463332819819976e-07	5.724518451268685e-06
CHD3	FBXW7	1.4404695637640412e-05	0.00037687530591744804
CHD3	SOX17	0.00013917797724322936	0.002701457627952712
CHD3	FGFR2	0.000821861884280278	0.011698811964656875
CHD3	KRAS	4.33599849620894e-06	0.00013394800481383024
KANSL1	SPOP	0.00029105889423612034	0.005018848865197738
KANSL1	PPP2R1A	1.7910785992619937e-06	6.223812124955557e-05
KANSL1	KRAS	6.76525349213787e-05	0.0014277859909558723
SMAD2	SPOP	0.0004688970794345206	0.007339994571717604
SMAD2	PGR	0.0008019148812620912	0.011399553404183894
LZTR1	PPP2R1A	2.4888059866068513e-05	0.0005985773074967609
LZTR1	FBXW7	0.0004798225826822293	0.00749931785203754
LZTR1	KRAS	7.413150208239951e-06	0.0002152428812032434
LZTR1	PGR	0.0003149188965689331	0.005304441281957599
KDM5C	SPOP	0.00023961728484971266	0.004217986627598666
KDM5C	PPP2R1A	0.0001484021667910425	0.0028578872434202787
KDM5C	KRAS	1.923221049511734e-10	1.217787124454462e-08
KDM5C	PGR	0.00012057868909691616	0.002366199651453258
HUWE1	SPOP	0.0007166489753263383	0.010512053093378501
HUWE1	PPP2R1A	0.0001457767848872667	0.002819870092167388
HUWE1	FBXW7	0.00041002790661132387	0.006501853353168379
HUWE1	KRAS	1.2192072887358235e-09	6.732074676742358e-08
MED12	SPOP	0.00038983357666282607	0.006233878888522831
MED12	PPP2R1A	6.166582629311367e-07	2.347150960384091e-05
MED12	FBXW7	1.8878777623143772e-05	0.0004808673321632126
MED12	FGFR2	0.00017879655498531535	0.0033314969023567754
MED12	RNF43	0.0005714257836384895	0.008727065566471388
MED12	KRAS	3.5639170752399206e-09	1.920279738825698e-07
FLNA	PPP2R1A	6.311861924002589e-05	0.0013324065377068816
FLNA	SOX17	0.00040794817389118676	0.006478284948818867
FLNA	FGFR2	3.0264389476619416e-05	0.0007019306534243487
FLNA	KRAS	3.800000006798314e-08	1.730248826693144e-06
SOS1	PPP2R1A	0.0005727784101604656	0.008738876846417236
SOS1	ACVR1	0.00014430778519940095	0.00279671777842269
SOS1	KRAS	2.338422585050572e-07	9.749514873627097e-06
CHD4	SPOP	7.063899767056792e-06	0.00020816744573075852
CHD4	PPP2R1A	1.6034035924225304e-06	5.621236489914208e-05
CHD4	ARID5B	1.6027521707027945e-06	5.621236489914208e-05
